Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"Tefal L2000652 Ingenio Essential Non-stick Frying Pan, 28 cm - Black
Material Aluminium
Brand Tefal
Diameter 28 Centimetres
Colour Black
Item dimensions L x W x H 33.2 x 30.2 x 5 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Tefal Ingenio: Simple. Versatile. Ingenious
Tefal Ingenio is a revolutionary concept built around patented detachable handles, offering you ultimate versatility and space saving
Tefal's unique Thermo-Spot technology on the frying pans indicates when your pan has reached optimum cooking temperature
Includes x1 28cm Frying Pan. Handle sold separately.
Compatible with all hobs excluding induction. Dishwasher and oven safe (up to 260 degrees)
Brand Tefal
Model Number L2000652
Colour Black
Product Dimensions 33.2 x 30.2 x 5 cm; 698.53 Grams
Diameter 28 Centimetres
Material Aluminium
Special Features Dishwasher-Safe,Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Microwave-Safe
Item Weight 699 g
","Tefal L2000652 Ingenio Essential Non-stick Frying Pan, 28 cm - Black
Tefal Ingenio: Simple. Versatile. Ingenious
Tefal Ingenio is a revolutionary concept built around patented detachable handles, offering you ultimate versatility and space saving
Tefal's unique Thermo-Spot technology on the frying pans indicates when your pan has reached optimum cooking temperature
Includes x1 28cm Frying Pan. Handle sold separately.
Compatible with all hobs excluding induction. Dishwasher and oven safe (up to 260 degrees)
","Material Aluminium
Brand Tefal
Diameter 28 Centimetres
Colour Black
Item dimensions L x W x H 33.2 x 30.2 x 5 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Brand Tefal
Model Number L2000652
Colour Black
Product Dimensions 33.2 x 30.2 x 5 cm; 698.53 Grams
Diameter 28 Centimetres
Material Aluminium
Special Features Dishwasher-Safe,Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Microwave-Safe
Item Weight 699 g
",metal,black,699g,other,33.2,30.2,5,handle
"Scoville Neverstick 28cm Frying Pan
Material Aluminium
Brand Scoville
Diameter 28 Centimetres
Colour Black
Item dimensions L x W x H 49 x 29 x 13 centimetres
Has non-stick coating Yes
Dishwasher safe? Yes
5 Times Stronger Than Other Non-Sticks*
Suitable for all cookers including induction - Dishwasher safe - Flake and peel free
Healthy dry frying, no need for oil or butter - 100% PFOA free
Lifetime Guarantee including the non-stick!
* visit www.scoville.me/5xstronger to verify the comparison
Brand Scoville
Model Number Unknown
Colour Black
Product Dimensions 49 x 29.01 x 13 cm; 997.9 Grams
Diameter 28 Centimetres
Material Aluminium
Auto Shutoff No
Special Features Dishwasher-safe
Item Weight 998 g
","Scoville Neverstick 28cm Frying Pan
5 Times Stronger Than Other Non-Sticks*
Suitable for all cookers including induction - Dishwasher safe - Flake and peel free
Healthy dry frying, no need for oil or butter - 100% PFOA free
Lifetime Guarantee including the non-stick!
* visit www.scoville.me/5xstronger to verify the comparison
","Material Aluminium
Brand Scoville
Diameter 28 Centimetres
Colour Black
Item dimensions L x W x H 49 x 29 x 13 centimetres
Has non-stick coating Yes
Dishwasher safe? Yes
Brand Scoville
Model Number Unknown
Colour Black
Product Dimensions 49 x 29.01 x 13 cm; 997.9 Grams
Diameter 28 Centimetres
Material Aluminium
Auto Shutoff No
Special Features Dishwasher-safe
Item Weight 998 g
",metal,black,998g,other,49,29,13,other
"Le Creuset 51106240010002 TNS 24x2cm Crepe Pan, Aluminium
Material Aluminium
Brand LE CREUSET
Item diameter 24 Centimetres
Item dimensions L x W x H 46.2 x 24.6 x 7.7 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Toughened crepe pan with Our Best-Ever Non-Stick Coating, now 4 x stronger* (* Independently laboratory tested for metal utensil abrasion resistance).
Flat, shallow pan perfect for pancakes and crepes, Ideal for lower-fat, higher surface temperature cooking, Heats evenly with lasting heat retention
Durable, PFOA-free non-stick surface, No oil or pre-buttering required
Easy to clean and use: Easy-clean, Dishwasher safe, Oven safe to 260°C, Suitable for all hob types (incl. induction), Easy-grip handle
Contents: 1 x Le Creuset Toughened Non-Stick Crepe Pan, 1 x Care and Use Booklet, Ø 28 cm, Dimensions: 50.2 x 28.57 x 7.7 cm, Induction Base Ø : 23.8 cm, Weight: 1.15 kg, Colour: Black, 962031280
Product Dimensions 46.2 x 24.57 x 7.7 cm; 1.34 Kilograms
Item diameter 24 Centimetres
Dishwasher safe? Yes
Number of pieces 4
Warranty description Lifetime.
Batteries required No
Included components 1 x TNS 24x2cm Crepe Pan
","Le Creuset 51106240010002 TNS 24x2cm Crepe Pan, Aluminium
Toughened crepe pan with Our Best-Ever Non-Stick Coating, now 4 x stronger* (* Independently laboratory tested for metal utensil abrasion resistance).
Flat, shallow pan perfect for pancakes and crepes, Ideal for lower-fat, higher surface temperature cooking, Heats evenly with lasting heat retention
Durable, PFOA-free non-stick surface, No oil or pre-buttering required
Easy to clean and use: Easy-clean, Dishwasher safe, Oven safe to 260°C, Suitable for all hob types (incl. induction), Easy-grip handle
Contents: 1 x Le Creuset Toughened Non-Stick Crepe Pan, 1 x Care and Use Booklet, Ø 28 cm, Dimensions: 50.2 x 28.57 x 7.7 cm, Induction Base Ø : 23.8 cm, Weight: 1.15 kg, Colour: Black, 962031280
","Material Aluminium
Brand LE CREUSET
Item diameter 24 Centimetres
Item dimensions L x W x H 46.2 x 24.6 x 7.7 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Product Dimensions 46.2 x 24.57 x 7.7 cm; 1.34 Kilograms
Item diameter 24 Centimetres
Dishwasher safe? Yes
Number of pieces 4
Warranty description Lifetime.
Batteries required No
Included components 1 x TNS 24x2cm Crepe Pan
",metal,other,1.34kg,other,46.2,24.6,7.7,handle
"Tefal H9120644 Frying Pan, 28cm, Jamie Oliver, Hard Anodised, Aluminium
Material Aluminium Hard Anodised
Brand Tefal
Item dimensions L x W x H 50.5 x 12.5 x 32 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Go pro: In tough hard anodised aluminium, our premium pan range offers superior durability, even heating and non-stick performance for a lifetime of professional-style home cooking
Last longer: Infused with titanium to last even longer, the non-stick coating is super-durable, easy to clean and metal utensil-safe For peace of mind, the range is backed by a 2-year Tefal guarantee
Cook healthily: Tefal’s titanium-infused non-stick coating contains no harmful or toxic chemicals Rest assured, it’s 100 percent safe, for worry-free cooking
Be practical: We’ve made these pans 10mm deeper to allow a wider range of culinary uses. They are also compatible with all hob types (including induction), dishwasher safe and oven safe
Take it easy: riveted stainless-steel handles with silicone insert ensure a secure, comfortable grip
Product Dimensions 50.5 x 12.5 x 32 cm; 1.95 Kilograms
Dishwasher safe? Yes
Is assembly required No
Number of pieces 1
Batteries required No
","Tefal H9120644 Frying Pan, 28cm, Jamie Oliver, Hard Anodised, Aluminium
Go pro: In tough hard anodised aluminium, our premium pan range offers superior durability, even heating and non-stick performance for a lifetime of professional-style home cooking
Last longer: Infused with titanium to last even longer, the non-stick coating is super-durable, easy to clean and metal utensil-safe For peace of mind, the range is backed by a 2-year Tefal guarantee
Cook healthily: Tefal’s titanium-infused non-stick coating contains no harmful or toxic chemicals Rest assured, it’s 100 percent safe, for worry-free cooking
Be practical: We’ve made these pans 10mm deeper to allow a wider range of culinary uses. They are also compatible with all hob types (including induction), dishwasher safe and oven safe
Take it easy: riveted stainless-steel handles with silicone insert ensure a secure, comfortable grip
","Material Aluminium Hard Anodised
Brand Tefal
Item dimensions L x W x H 50.5 x 12.5 x 32 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Product Dimensions 50.5 x 12.5 x 32 cm; 1.95 Kilograms
Dishwasher safe? Yes
Is assembly required No
Number of pieces 1
Batteries required No
",metal,other,1.95kg,other,50.5,12.5,32,handle
"Geepas 1500W Multifunctional Electric Skillet | Multi Cooker Ideal for Frying | Electric Frying Pan with Glass Lid & Non-Stick Surface | Adjustable Heat Setting & Cool Touch Handles | 2 Years Warranty
Brand Geepas
Material Aluminum, Bakelite
Colour Black
Item dimensions L x W x H 44.5 x 13 x 31 centimetres
Item weight 2.7 Kilograms
Operation mode Manual
✅ LARGE COOKING SURFACE 30X30CM - This skillet features a cooking surface with a large size of 30x30cm in length and width respectively. This allows you to fry and saute a variety of items including fish, bacon and other long length food items with ease. This large, family sized Multi Cooker is perfect for creating everyday sumptuous one-pot meals for the family, for entertaining guests at a dinner party or for taking away on a caravanning or camping holiday.
✅ NON-STICK COOKING SURFACE - The Electric Multi Cooker is constructed from high quality non-stick material; your food will be cooked to perfection with little to no oil giving you healthier results than traditional cooking. The non-stick coating also makes the multi cooker quick & easy to clean.
✅ AUTO-THERMOSTAT CONTROL - Featuring an adjustable thermostat, you can select from 5 different temperature settings, allowing you complete control over the cooking process. This convenient thermostat can maintain very precise temperature allowing you to achieve the perfect crisp and texture of food.
✅ DETACHABLE TEMPERATURE CONTROLLER - This temperature controller can be easily detached, and you can use it as an ordinary cooker. The control has a sturdy wire and is safe to remove. It is lightweight and very convenient to use, a must-have tool in the kitchen.
✅ TEMPERED GLASS LID, COOL TOUCH HANDLE - This glass lid is durable and more sturdy than ordinary glass. It increases convenience and lets you monitor the food while cooking without having to lift the lid. With this square Multi Cooker you can Fry, sauté, braise, brown and simmer.
Brand Geepas
Model Number GMC35020UK
Colour Black
Product Dimensions 44.5 x 13 x 31 cm; 2.7 Kilograms
Material Aluminum, Bakelite
Item Weight 2.7 kg
","Geepas 1500W Multifunctional Electric Skillet | Multi Cooker Ideal for Frying | Electric Frying Pan with Glass Lid & Non-Stick Surface | Adjustable Heat Setting & Cool Touch Handles | 2 Years Warranty
✅ LARGE COOKING SURFACE 30X30CM - This skillet features a cooking surface with a large size of 30x30cm in length and width respectively. This allows you to fry and saute a variety of items including fish, bacon and other long length food items with ease. This large, family sized Multi Cooker is perfect for creating everyday sumptuous one-pot meals for the family, for entertaining guests at a dinner party or for taking away on a caravanning or camping holiday.
✅ NON-STICK COOKING SURFACE - The Electric Multi Cooker is constructed from high quality non-stick material; your food will be cooked to perfection with little to no oil giving you healthier results than traditional cooking. The non-stick coating also makes the multi cooker quick & easy to clean.
✅ AUTO-THERMOSTAT CONTROL - Featuring an adjustable thermostat, you can select from 5 different temperature settings, allowing you complete control over the cooking process. This convenient thermostat can maintain very precise temperature allowing you to achieve the perfect crisp and texture of food.
✅ DETACHABLE TEMPERATURE CONTROLLER - This temperature controller can be easily detached, and you can use it as an ordinary cooker. The control has a sturdy wire and is safe to remove. It is lightweight and very convenient to use, a must-have tool in the kitchen.
✅ TEMPERED GLASS LID, COOL TOUCH HANDLE - This glass lid is durable and more sturdy than ordinary glass. It increases convenience and lets you monitor the food while cooking without having to lift the lid. With this square Multi Cooker you can Fry, sauté, braise, brown and simmer.
","Brand Geepas
Material Aluminum, Bakelite
Colour Black
Item dimensions L x W x H 44.5 x 13 x 31 centimetres
Item weight 2.7 Kilograms
Operation mode Manual
Brand Geepas
Model Number GMC35020UK
Colour Black
Product Dimensions 44.5 x 13 x 31 cm; 2.7 Kilograms
Material Aluminum, Bakelite
Item Weight 2.7 kg
",metal,black,2.7kg,other,44.5,13,31,lid;handle
"SQ Professional NEA Grill Die-Cast Magic Pan 32cm Double Sided (Rossa)
Material Aluminium
Brand SQ Professional
Item diameter 32 Centimetres
Colour Red
Item dimensions L x W x H 32 x 32 x 4 centimetres
Has non-stick coating Yes
Premium Die-Cast Aluminium Body
Durable Non-Stick Coating
Double sided: Griddle and Flat
Sturdy Magnetic Handles
Free Spare Gasket included
Product Dimensions 32 x 32 x 3.99 cm; 2 Kilograms
Item diameter 32 Centimetres
Batteries required No
Item weight 4.41 Pounds
","SQ Professional NEA Grill Die-Cast Magic Pan 32cm Double Sided (Rossa)
Premium Die-Cast Aluminium Body
Durable Non-Stick Coating
Double sided: Griddle and Flat
Sturdy Magnetic Handles
Free Spare Gasket included
","Material Aluminium
Brand SQ Professional
Item diameter 32 Centimetres
Colour Red
Item dimensions L x W x H 32 x 32 x 4 centimetres
Has non-stick coating Yes
Product Dimensions 32 x 32 x 3.99 cm; 2 Kilograms
Item diameter 32 Centimetres
Batteries required No
Item weight 4.41 Pounds
",metal,red,2kg,other,32,32,4,handle
"Andrew James 42cm Electric Multicooker with Adjustable Temperature Control | 1500W | Non-Stick | Glass Lid | Easy Clean | Breakfast Dinner One Pot Cooking
Brand Andrew James
Material Stainless steel
Colour Black
Item dimensions L x W x H 42 x 40 x 10.5 centimetres
Item weight 4.5 Kilograms
42CM ELECTRIC MULTI COOKER -- The Andrew James Electric Multi Cooker measures 42cm in diameter (40cm internal diameter) and 10cm in depth. This large, family sized Multi Cooker is perfect for creating everyday sumptuous one-pot meals for the family, for entertaining guests at a dinner party or for taking away on a caravanning or camping holiday.
1500W & ADJUSTABLE HEAT SETTINGS -- Mains powered, this 1500W Multi Cooker simply needs plugging in and you’re ready to start making delicious Multi Cooker recipes such as paella, Spanish omelette, full English breakfasts, pizza and more. Featuring an adjustable thermostat, you can select from 5 different temperature settings which range up to 240°C allowing you complete control over the cooking process.
NON-STICK COATING & GLASS LID -- The Electric Multi Cooker is constructed from high quality stainless steel and with a fantastic non-stick coating your food will be cooked to perfection with little to no oil giving you healthier results than traditional cooking. The non-stick coating also makes the multi cooker quick and easy to clean. The glass lid allows you to monitor the cooking process without removing it.
COOL TOUCH HANDLES & DETACHABLE POWER CORD -- No matter how hot you have the Multi Cooker, the Cool Touch handles will never heat up, allowing you to transport the pan to the dinner table for easy serving. This is made even easier with its lightweight design and the detachable power cord.
2 YEAR MANUFACTURER’S WARRANTY -- Shop with confidence as the Andrew James 42cm Electric Multi Cooker is covered by a 2 year manufacturer’s warranty.
Brand Andrew James
Model Number AJ000242
Colour Black
Product Dimensions 42 x 40 x 10.5 cm; 4.5 Kilograms
Power / Wattage 1500 watts
Material Stainless steel
Auto Shutoff No
Special Features Glass_Lid, Thermostat, Non-Stick, Adjustable_Temperature
Item Weight 4.5 kg
","Andrew James 42cm Electric Multicooker with Adjustable Temperature Control | 1500W | Non-Stick | Glass Lid | Easy Clean | Breakfast Dinner One Pot Cooking
42CM ELECTRIC MULTI COOKER -- The Andrew James Electric Multi Cooker measures 42cm in diameter (40cm internal diameter) and 10cm in depth. This large, family sized Multi Cooker is perfect for creating everyday sumptuous one-pot meals for the family, for entertaining guests at a dinner party or for taking away on a caravanning or camping holiday.
1500W & ADJUSTABLE HEAT SETTINGS -- Mains powered, this 1500W Multi Cooker simply needs plugging in and you’re ready to start making delicious Multi Cooker recipes such as paella, Spanish omelette, full English breakfasts, pizza and more. Featuring an adjustable thermostat, you can select from 5 different temperature settings which range up to 240°C allowing you complete control over the cooking process.
NON-STICK COATING & GLASS LID -- The Electric Multi Cooker is constructed from high quality stainless steel and with a fantastic non-stick coating your food will be cooked to perfection with little to no oil giving you healthier results than traditional cooking. The non-stick coating also makes the multi cooker quick and easy to clean. The glass lid allows you to monitor the cooking process without removing it.
COOL TOUCH HANDLES & DETACHABLE POWER CORD -- No matter how hot you have the Multi Cooker, the Cool Touch handles will never heat up, allowing you to transport the pan to the dinner table for easy serving. This is made even easier with its lightweight design and the detachable power cord.
2 YEAR MANUFACTURER’S WARRANTY -- Shop with confidence as the Andrew James 42cm Electric Multi Cooker is covered by a 2 year manufacturer’s warranty.
","Brand Andrew James
Material Stainless steel
Colour Black
Item dimensions L x W x H 42 x 40 x 10.5 centimetres
Item weight 4.5 Kilograms
Brand Andrew James
Model Number AJ000242
Colour Black
Product Dimensions 42 x 40 x 10.5 cm; 4.5 Kilograms
Power / Wattage 1500 watts
Material Stainless steel
Auto Shutoff No
Special Features Glass_Lid, Thermostat, Non-Stick, Adjustable_Temperature
Item Weight 4.5 kg
",metal,black,4.5kg,other,42,40,10.5,lid;handle
"GreenPan Saute Pan with Helper Handle, Non Stick, Toxin Free Ceramic Sauté Pan - Induction & Oven Safe Cookware - 28 cm/4.2 Litre, Grey
Model name Venice Pro
Material Stainless Steel, Hard Anodised Aluminium
Brand Greenpan
Item diameter 28 Centimetres
Colour Black
Item dimensions L x W x H 13.3 x 29.1 x 55.4 centimetres
Capacity 4.2 litres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Venice Pro 28 cm/4.2 L non-stick saute pan with helper handle to fit your everyday cooking needs and techniques from saute, stir fry, braise or sear, to fry or bake; all-round pan ideal for cooking breakfast, lunch and dinner
GreenPan's healthy ceramic non-stick Thermolon Infinity coating is toxin-free at any temperature; PFAS-free for healthy cooking, lead or cadmium, no toxic fumes will release even when accidentally overheated
Patented Magneto induction technology Unique and most recent magnetic coating on base: It guarantees base stability, ensures your pan will never warp, wobble or scratch over time and Results In perfectly even cooking without the loss of energy or heat
The Thermolon ceramic non-stick coating enhanced with diamonds is the most advanced, durable and resilient ceramic non-stick on the market; The stainless steel handles are riveted for durability and comfort
Suitable for all hobs including induction; Oven safe up to 220°C, and dishwasher safe; for long-lasting performances, make sure the pan always heats up gradually; nylon or wooden utensils recommended; limited Lifetime
Product Dimensions 13.3 x 29.1 x 55.4 cm; 1.74 Kilograms
Item diameter 28 Centimetres
Item volume 4.2 Litres
Dishwasher safe? Yes
Is assembly required No
Number of pieces 1
Warranty description Limited lifetime warranty.
Batteries required No
","GreenPan Saute Pan with Helper Handle, Non Stick, Toxin Free Ceramic Sauté Pan - Induction & Oven Safe Cookware - 28 cm/4.2 Litre, Grey
Venice Pro 28 cm/4.2 L non-stick saute pan with helper handle to fit your everyday cooking needs and techniques from saute, stir fry, braise or sear, to fry or bake; all-round pan ideal for cooking breakfast, lunch and dinner
GreenPan's healthy ceramic non-stick Thermolon Infinity coating is toxin-free at any temperature; PFAS-free for healthy cooking, lead or cadmium, no toxic fumes will release even when accidentally overheated
Patented Magneto induction technology Unique and most recent magnetic coating on base: It guarantees base stability, ensures your pan will never warp, wobble or scratch over time and Results In perfectly even cooking without the loss of energy or heat
The Thermolon ceramic non-stick coating enhanced with diamonds is the most advanced, durable and resilient ceramic non-stick on the market; The stainless steel handles are riveted for durability and comfort
Suitable for all hobs including induction; Oven safe up to 220°C, and dishwasher safe; for long-lasting performances, make sure the pan always heats up gradually; nylon or wooden utensils recommended; limited Lifetime
","Model name Venice Pro
Material Stainless Steel, Hard Anodised Aluminium
Brand Greenpan
Item diameter 28 Centimetres
Colour Black
Item dimensions L x W x H 13.3 x 29.1 x 55.4 centimetres
Capacity 4.2 litres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Product Dimensions 13.3 x 29.1 x 55.4 cm; 1.74 Kilograms
Item diameter 28 Centimetres
Item volume 4.2 Litres
Dishwasher safe? Yes
Is assembly required No
Number of pieces 1
Warranty description Limited lifetime warranty.
Batteries required No
",metal,black,1.74kg,4.2L,13.3,29.1,55.4,handle
"Sapphire Collection 20 cm Non Stick Fry Pan
Material Aluminium
Brand Sapphire collection
Diameter 20 Centimetres
Colour Black
Item dimensions L x W x H 34.8 x 22.2 x 4.4 centimetres
Has non-stick coating Yes
Dishwasher safe? Yes
Great value for money
Easy to use
Easy clean
Light weight
Dish washer safe
Brand Sapphire collection
Model Number SP09
Colour Black
Product Dimensions 34.8 x 22.2 x 4.39 cm; 299.37 Grams
Diameter 20 Centimetres
Material Aluminium
Special Features Dishwasher-Safe
Item Weight 299 g
","Sapphire Collection 20 cm Non Stick Fry Pan
Great value for money
Easy to use
Easy clean
Light weight
Dish washer safe
","Material Aluminium
Brand Sapphire collection
Diameter 20 Centimetres
Colour Black
Item dimensions L x W x H 34.8 x 22.2 x 4.4 centimetres
Has non-stick coating Yes
Dishwasher safe? Yes
Brand Sapphire collection
Model Number SP09
Colour Black
Product Dimensions 34.8 x 22.2 x 4.39 cm; 299.37 Grams
Diameter 20 Centimetres
Material Aluminium
Special Features Dishwasher-Safe
Item Weight 299 g
",metal,black,299g,other,34.8,22.2,4.4,other
"Le Creuset Cast Iron Skillet Pan and Handle Glove, 23 cm - Cerise
23cm surface which is perfect for frying and sauteing
Absorbs and spreads heat evenly, with excellent heat retention
Can be used on any heat source, including induction
Heat and stain resistant, 100% cotton canvas and towelling with a special stain resistant coating
Steam and grease barrier for extra protection
Protects against hot metal handles
Colour Cerise
Material Cast Iron
","Le Creuset Cast Iron Skillet Pan and Handle Glove, 23 cm - Cerise
23cm surface which is perfect for frying and sauteing
Absorbs and spreads heat evenly, with excellent heat retention
Can be used on any heat source, including induction
Heat and stain resistant, 100% cotton canvas and towelling with a special stain resistant coating
Steam and grease barrier for extra protection
Protects against hot metal handles
","Colour Cerise
Material Cast Iron
",metal,other,other,other,other,other,other,handle
"ProCook Professional Stainless Steel Non-Stick Frying Pan with Lid - 28cm - Large Induction Pan with Toughened Glass Lid and Heat-Resistant Handles
✅ EXCEPTIONAL MEALS > A broad, flat cooking surface makes the induction frying pan perfect for crisping bacon, searing steaks, frying eggs, browning onions, or making pancakes. The 28cm frying pan is large enough to create wonderful meals for the whole family
✅ PROFESSIONAL STANDARD > Constructed to a professional specification, the 0.8mm stainless steel body and 7mm impact-bonded base of the induction pan make it incredibly strong, durable and stable, and ensure an even distribution of heat across the pan for efficient cooking, reducing the chances of over-cooking or catching
✅ COMPLETE CONTROL > Our premium Ultra Plus triple-layer PFOA-free non-stick coating lets you use minimal fat for healthy cooking without food catching. A tight-fitting toughened glass lid seals in heat, juices, flavours and nutrients without blocking your view of what's in the pan. Contoured stainless steel CoolTouch® handles help you safely control the small frying pan while on the hob and when moving it around the kitchen
✅ VERSATILITY & CONVENIENCE > Oven safe to 260C, you can begin cooking on the stove and transfer the pan and lid straight to the oven to finish cooking or keep your food warm. The stainless steel frying pan is also suitable for all types of hob, including induction, ceramic, halogen, gas, electric and solid plate. When you've finished cooking, just put the pan and lid in the dishwasher to clean ready for next time
✅ 25 YEAR GUARANTEE > ProCook design, manufacture and supply Innovative Products and are passionate about Quality and Service. We offer a 25 year guarantee with all our Professional Stainless Steel cookware
Brand ProCook
Colour Silver
Diameter 28 Centimetres
Material Stainless Steel
Special Features Induction_stovetop_compatible, Dishwasher-safe
","ProCook Professional Stainless Steel Non-Stick Frying Pan with Lid - 28cm - Large Induction Pan with Toughened Glass Lid and Heat-Resistant Handles
✅ EXCEPTIONAL MEALS > A broad, flat cooking surface makes the induction frying pan perfect for crisping bacon, searing steaks, frying eggs, browning onions, or making pancakes. The 28cm frying pan is large enough to create wonderful meals for the whole family
✅ PROFESSIONAL STANDARD > Constructed to a professional specification, the 0.8mm stainless steel body and 7mm impact-bonded base of the induction pan make it incredibly strong, durable and stable, and ensure an even distribution of heat across the pan for efficient cooking, reducing the chances of over-cooking or catching
✅ COMPLETE CONTROL > Our premium Ultra Plus triple-layer PFOA-free non-stick coating lets you use minimal fat for healthy cooking without food catching. A tight-fitting toughened glass lid seals in heat, juices, flavours and nutrients without blocking your view of what's in the pan. Contoured stainless steel CoolTouch® handles help you safely control the small frying pan while on the hob and when moving it around the kitchen
✅ VERSATILITY & CONVENIENCE > Oven safe to 260C, you can begin cooking on the stove and transfer the pan and lid straight to the oven to finish cooking or keep your food warm. The stainless steel frying pan is also suitable for all types of hob, including induction, ceramic, halogen, gas, electric and solid plate. When you've finished cooking, just put the pan and lid in the dishwasher to clean ready for next time
✅ 25 YEAR GUARANTEE > ProCook design, manufacture and supply Innovative Products and are passionate about Quality and Service. We offer a 25 year guarantee with all our Professional Stainless Steel cookware
","Brand ProCook
Colour Silver
Diameter 28 Centimetres
Material Stainless Steel
Special Features Induction_stovetop_compatible, Dishwasher-safe
",metal,silver,other,other,other,other,other,lid;handle
"Tefal Ingenio Essential Non-stick Saute Pan, 24 cm - Black
Material Aluminium
Finish type Black
Brand Tefal
Colour Black
Item dimensions L x W x H 27 x 26.4 x 7.2 centimetres
Item weight 1.41 Pounds
Is oven safe Yes
Tefal Ingenio: Simple. Versatile. Ingenious
Tefal Ingenio is a revolutionary concept built around patented detachable handles, offering you ultimate versatility and space saving
Tefal's unique Thermo-Spot technology on the frying pans indicates when your pan has reached optimum cooking temperature
Includes x1 24cm Sautepan. Handle sold separately.
Compatible with all hobs excluding induction. Dishwasher and oven safe (up to 260 degrees)
Brand Tefal
Model Number 2100101837
Colour Black
Product Dimensions 27 x 26.39 x 7.19 cm; 639.57 Grams
Diameter 24 Centimetres
Material Aluminium
Special Features Dishwasher-Safe,Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Microwave-Safe
Item Weight 640 g
","Tefal Ingenio Essential Non-stick Saute Pan, 24 cm - Black
Tefal Ingenio: Simple. Versatile. Ingenious
Tefal Ingenio is a revolutionary concept built around patented detachable handles, offering you ultimate versatility and space saving
Tefal's unique Thermo-Spot technology on the frying pans indicates when your pan has reached optimum cooking temperature
Includes x1 24cm Sautepan. Handle sold separately.
Compatible with all hobs excluding induction. Dishwasher and oven safe (up to 260 degrees)
","Material Aluminium
Finish type Black
Brand Tefal
Colour Black
Item dimensions L x W x H 27 x 26.4 x 7.2 centimetres
Item weight 1.41 Pounds
Is oven safe Yes
Brand Tefal
Model Number 2100101837
Colour Black
Product Dimensions 27 x 26.39 x 7.19 cm; 639.57 Grams
Diameter 24 Centimetres
Material Aluminium
Special Features Dishwasher-Safe,Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Microwave-Safe
Item Weight 640 g
",metal,black,640g,other,27,26.4,7.2,handle
"Sapphire Collection 24cm Non Stick Frying pan, Aluminium, Black
Material Aluminium
Brand Sapphire collection
Colour Black
Item dimensions L x W x H 42 x 25.6 x 4 centimetres
Has non-stick coating Yes
Dishwasher safe? Yes
Great value for money
easy to use
easy clean
light wieght
dish washer safe
Manufacturer Pendeford Housewares
Part Number SP10
Product Dimensions 42.01 x 25.6 x 3.99 cm; 154.22 Grams
Item model number SP10/
Size 24cm
Colour Black
Material Aluminium
Shape Round
Item Package Quantity 1
Special Features Dishwasher-Safe, Induction Stovetop Compatible
Batteries included? No
Batteries Required? No
Item Weight 154 g
","Sapphire Collection 24cm Non Stick Frying pan, Aluminium, Black
Great value for money
easy to use
easy clean
light wieght
dish washer safe
","Material Aluminium
Brand Sapphire collection
Colour Black
Item dimensions L x W x H 42 x 25.6 x 4 centimetres
Has non-stick coating Yes
Dishwasher safe? Yes
Manufacturer Pendeford Housewares
Part Number SP10
Product Dimensions 42.01 x 25.6 x 3.99 cm; 154.22 Grams
Item model number SP10/
Size 24cm
Colour Black
Material Aluminium
Shape Round
Item Package Quantity 1
Special Features Dishwasher-Safe, Induction Stovetop Compatible
Batteries included? No
Batteries Required? No
Item Weight 154 g
",metal,black,154g,other,42,25.6,4,other
"Paella Cooking Set with 60cm Polished Steel Paella Pan, Gas Burner, Legs and Skimming Spoon
60cm Quality Polished Steel Paella Pan
20 Tapas Portions or 16 Main Servings
400 mm Gas Burner Ring for Paellera
75cm reinforced Legs and 48cm Skimming Spoon Included
Very Easy to use - Great results for your BBQ or Garden Party
Batteries required No
","Paella Cooking Set with 60cm Polished Steel Paella Pan, Gas Burner, Legs and Skimming Spoon
60cm Quality Polished Steel Paella Pan
20 Tapas Portions or 16 Main Servings
400 mm Gas Burner Ring for Paellera
75cm reinforced Legs and 48cm Skimming Spoon Included
Very Easy to use - Great results for your BBQ or Garden Party
","Batteries required No
",metal,other,other,other,other,other,other,other
