Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"Portable Car Electric Kettle Travel Car Cigarette Lighter DC12V Hot Water Kettle Fast Boiling for Tea Coffee 1.0 -Liter Auto Shut Off(1000ml)
【NEVER WORRYING NO HOT WATER WHILE DRIVING】What if my 1-year-old baby want to drink hot milk while driving?? Fdit car kettle lets you no longer worry about not having hot water while you family is in the car.
【LONG DRIVE,WANT TO DRINK COFFEE TO REFRESH YOURSELF?】A cup of boiling water will be a great help to you when you drive long distances. Health is not a joke for you, as you are the backstone for your family
【1000ML BIG CAPACITY,NO NEED BOILING SECOND TRY】Differ from other small hot water bottle offerings in the market, it has 1000ml capacity. With Low power, the heating time may be a little long
【AVAILABLE FOR CAR/VECHILE/TRUCK】12V is supported. It doesn't matter when you drive car, with 25 mins to boiling.
【SATISFACTION GUARANTEE】We care for all customer's feeling. If this product does not meet or exceed your expectations, please send it back for a 100% refund no questions asked.
Brand Fdit
Colour Black
Package Dimensions 18.4 x 16.8 x 15.2 cm; 620 Grams
Capacity 1 litres
Volume Capacity 1 litres
Power / Wattage 150 watts
Voltage 12 Volts
Item Weight 620 g
","Portable Car Electric Kettle Travel Car Cigarette Lighter DC12V Hot Water Kettle Fast Boiling for Tea Coffee 1.0 -Liter Auto Shut Off(1000ml)
【NEVER WORRYING NO HOT WATER WHILE DRIVING】What if my 1-year-old baby want to drink hot milk while driving?? Fdit car kettle lets you no longer worry about not having hot water while you family is in the car.
【LONG DRIVE,WANT TO DRINK COFFEE TO REFRESH YOURSELF?】A cup of boiling water will be a great help to you when you drive long distances. Health is not a joke for you, as you are the backstone for your family
【1000ML BIG CAPACITY,NO NEED BOILING SECOND TRY】Differ from other small hot water bottle offerings in the market, it has 1000ml capacity. With Low power, the heating time may be a little long
【AVAILABLE FOR CAR/VECHILE/TRUCK】12V is supported. It doesn't matter when you drive car, with 25 mins to boiling.
【SATISFACTION GUARANTEE】We care for all customer's feeling. If this product does not meet or exceed your expectations, please send it back for a 100% refund no questions asked.
","Brand Fdit
Colour Black
Package Dimensions 18.4 x 16.8 x 15.2 cm; 620 Grams
Capacity 1 litres
Volume Capacity 1 litres
Power / Wattage 150 watts
Voltage 12 Volts
Item Weight 620 g
",metal,silver,620g,1L,31.2,23.4,17.6,cup
"Venga! VG JK 3002 Kettle - 2200 W, Stainless Steel, Plastic, 1.7 L, Silver
Cordless electric kettle with thermometer. 1.7 L capacity. High-quality stainless steel housing
Middle contact can be rotated on the base, so this kettle suits left- and right-handers
Water level indicator for simple filling
External temperature display, so your drinks always come out just right
Includes: Cordless electric kettle with temperature indicator and 1.7 L capacity
Brand Venga!
Model Number VG JK 3002 BS
Colour Silver
Package Dimensions 21.34 x 20.57 x 18.29 cm; 1 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 2200 watts
Material Stainless Steel, Plastic
Energy Efficiency Class A to G
Special Features Cordless
Item Weight 1 kg
","Venga! VG JK 3002 Kettle - 2200 W, Stainless Steel, Plastic, 1.7 L, Silver
Cordless electric kettle with thermometer. 1.7 L capacity. High-quality stainless steel housing
Middle contact can be rotated on the base, so this kettle suits left- and right-handers
Water level indicator for simple filling
External temperature display, so your drinks always come out just right
Includes: Cordless electric kettle with temperature indicator and 1.7 L capacity
","Brand Venga!
Model Number VG JK 3002 BS
Colour Silver
Package Dimensions 21.34 x 20.57 x 18.29 cm; 1 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 2200 watts
Material Stainless Steel, Plastic
Energy Efficiency Class A to G
Special Features Cordless
Item Weight 1 kg
",metal,silver,1.0kg,1.7L,21.34,20.57,18.29,other
"Garsent 750ml 24V Car Electric Kettle, Portable Stainless Steel Travel Car Cigarette Lighter Hot Water Kettle Electric Mug Kettle for Tea, Coffee. (24V)
【Healthy Material】: Stainless steel inner heating tube design, quick to heat. Double layer 304 imported stainless steel, high temperature resistant non-toxic plastic handle, rustproof and durable, which ensures safe and clean from water.
【Leak-proof Car Thermo Mug】 ： Fully sealed with switch cover, mug opening tight, no water overflow.
【Automatically Switched Off】: 24V power supply, plug the power cord into the socket of the cigarette lighter. The kettle has an indicator light. When the water boils, the power supply will automatically turn off and the green indicator will come on to indicate that the heating is off.
【Practical Car Kettle】: 750ml capacity electric kettle, for most car cup holders, a necessary travel tool. This car kettle can always keep your coffee / tea warm.
【Best Quality and Guarantee】: If you have any problem, please contact us by email, we will reply you within 24 hours. Your satisfaction is our greatest motivation.
Brand Garsent
Model Number Dmctsq8ko4dmctsq8ko4
Colour 24v
Product Dimensions 8.5 x 8.5 x 22 cm; 630 Grams
Volume Capacity 0.75 litres
Voltage 24 Volts
Material Stainless Steel
Special Features Boil Dry Protection
Item Weight 630 g
","Garsent 750ml 24V Car Electric Kettle, Portable Stainless Steel Travel Car Cigarette Lighter Hot Water Kettle Electric Mug Kettle for Tea, Coffee. (24V)
【Healthy Material】: Stainless steel inner heating tube design, quick to heat. Double layer 304 imported stainless steel, high temperature resistant non-toxic plastic handle, rustproof and durable, which ensures safe and clean from water.
【Leak-proof Car Thermo Mug】 ： Fully sealed with switch cover, mug opening tight, no water overflow.
【Automatically Switched Off】: 24V power supply, plug the power cord into the socket of the cigarette lighter. The kettle has an indicator light. When the water boils, the power supply will automatically turn off and the green indicator will come on to indicate that the heating is off.
【Practical Car Kettle】: 750ml capacity electric kettle, for most car cup holders, a necessary travel tool. This car kettle can always keep your coffee / tea warm.
【Best Quality and Guarantee】: If you have any problem, please contact us by email, we will reply you within 24 hours. Your satisfaction is our greatest motivation.
","Brand Garsent
Model Number Dmctsq8ko4dmctsq8ko4
Colour 24v
Product Dimensions 8.5 x 8.5 x 22 cm; 630 Grams
Volume Capacity 0.75 litres
Voltage 24 Volts
Material Stainless Steel
Special Features Boil Dry Protection
Item Weight 630 g
",metal,other,630g,750ml,8.5,8.5,22,handle;cup
"Car Cigarette Lighter Hot Water Kettle,12V 1000ML Car Electric Kettle Stainless Steel Travel Coffee Tea Thermos Water Heating Cup
【Automatically power off】Electric Kettle,It is capable of heating cold water to the boiling point (100°C).With indicator function and temperature control,it will automatically power off to the heat preservation.
【Automatically power off】Electric Kettle,It is capable of heating cold water to the boiling point (100°C).With indicator function and temperature control,it will automatically power off to the heat preservation.
【Automatically power off】Electric Kettle,It is capable of heating cold water to the boiling point (100°C).With indicator function and temperature control,it will automatically power off to the heat preservation.
【Automatically power off】Electric Kettle,It is capable of heating cold water to the boiling point (100°C).With indicator function and temperature control,it will automatically power off to the heat preservation.
【1000ML design】Stainless Steel Kettle,1000ML large capacity design to better meet the needs of a long journey.The ergonomic separate design of the body and the power cable is more portable.
【Food grade】12V Kettle,Stainless steel outer casing and inner tank and food grade plastic handle,anti-rust and durable.Fully sealed with switch cover,leakproof mouth,no overflow of the water.This car electric kettle can make your coffee/tea always warm.
【Ideal for travel】Water Heating Cup,great for travel use.Suitable for drivers, business man or any other kinds of people who need long time driving trip.Ideal for hot water,coffee,tea,beverage,etc.Conveniently prepare hot tea,delicious cocoa,or instant soup and saving time for more important things
【Note】As a reliable seller, we aim to provide 100% products and services, and hope you have a pleasant shopping experience in our store.
Brand EBTOOLS
Model Number EBTOOLSocb0yhp7iv
Colour Popular
Capacity 1 litres
Volume Capacity 1 litres
Power / Wattage 120 watts
Voltage 12 Volts
Item Weight 860 g
","Car Cigarette Lighter Hot Water Kettle,12V 1000ML Car Electric Kettle Stainless Steel Travel Coffee Tea Thermos Water Heating Cup
【Automatically power off】Electric Kettle,It is capable of heating cold water to the boiling point (100°C).With indicator function and temperature control,it will automatically power off to the heat preservation.
【Automatically power off】Electric Kettle,It is capable of heating cold water to the boiling point (100°C).With indicator function and temperature control,it will automatically power off to the heat preservation.
【Automatically power off】Electric Kettle,It is capable of heating cold water to the boiling point (100°C).With indicator function and temperature control,it will automatically power off to the heat preservation.
【Automatically power off】Electric Kettle,It is capable of heating cold water to the boiling point (100°C).With indicator function and temperature control,it will automatically power off to the heat preservation.
【1000ML design】Stainless Steel Kettle,1000ML large capacity design to better meet the needs of a long journey.The ergonomic separate design of the body and the power cable is more portable.
【Food grade】12V Kettle,Stainless steel outer casing and inner tank and food grade plastic handle,anti-rust and durable.Fully sealed with switch cover,leakproof mouth,no overflow of the water.This car electric kettle can make your coffee/tea always warm.
【Ideal for travel】Water Heating Cup,great for travel use.Suitable for drivers, business man or any other kinds of people who need long time driving trip.Ideal for hot water,coffee,tea,beverage,etc.Conveniently prepare hot tea,delicious cocoa,or instant soup and saving time for more important things
【Note】As a reliable seller, we aim to provide 100% products and services, and hope you have a pleasant shopping experience in our store.
","Brand EBTOOLS
Model Number EBTOOLSocb0yhp7iv
Colour Popular
Capacity 1 litres
Volume Capacity 1 litres
Power / Wattage 120 watts
Voltage 12 Volts
Item Weight 860 g
",metal,other,860g,1L,other,other,other,handle;cup
"Sage STM500CLR the Smart Tea Infuser Compact Kettle, Stainless Steel, 1200 W, 1 Liter, Clear
Treat tea right: unlock the flavour potential of your humble cup of tea. Control the temperature, set your steep time and then rediscover your favourite blend.
5 presets to suit your tea: 5 different temperature settings suitable for green, white, oolong, herbal & Black teas.
Compact capacity: 4 cup/ 1L Jug and tea capacity.
Easy to use and clean: the 1-touch magnetic detachment allows for easy and safe tea basket removal.
Hot Water boiler: need to boil water for another reason? No problem, it will boil hot water for other drinks.
Brand Sage
Model Number STM500CLR
Colour Clear
Product Dimensions 22.9 x 20.8 x 20.8 cm; 2.56 Kilograms
Capacity 1 litres
Volume Capacity 1 litres
Power / Wattage 1200 watts
Voltage 240
Material Stainless Steel, Glass
Special Features BPA Free, Dishwasher Safe
Item Weight 2.56 kg
","Sage STM500CLR the Smart Tea Infuser Compact Kettle, Stainless Steel, 1200 W, 1 Liter, Clear
Treat tea right: unlock the flavour potential of your humble cup of tea. Control the temperature, set your steep time and then rediscover your favourite blend.
5 presets to suit your tea: 5 different temperature settings suitable for green, white, oolong, herbal & Black teas.
Compact capacity: 4 cup/ 1L Jug and tea capacity.
Easy to use and clean: the 1-touch magnetic detachment allows for easy and safe tea basket removal.
Hot Water boiler: need to boil water for another reason? No problem, it will boil hot water for other drinks.
","Brand Sage
Model Number STM500CLR
Colour Clear
Product Dimensions 22.9 x 20.8 x 20.8 cm; 2.56 Kilograms
Capacity 1 litres
Volume Capacity 1 litres
Power / Wattage 1200 watts
Voltage 240
Material Stainless Steel, Glass
Special Features BPA Free, Dishwasher Safe
Item Weight 2.56 kg
",metal,other,2.56kg,1L,22.9,20.8,20.8,cup
"J Jaksons Infapower Cordless Rapid Boil Stainless Steel Tea Kettle, Fast Boil Water Warmer - Auto Shut Off and Boil Dry 1.7L 3000W
1.7L CAPACITY: The electric kettle has a total capacity of 1.7 litres and consumes 3000 watts of power but only for a short period so it can save more time for boiling in the long run.
ERGONOMIC DESIGN: The ergonomic design of the handle is comfortable for you and will give you a good grip of the kettle.
EASY CLEAN: Use white vinegar, baking soda, water, cleaning bottle brush and microfiber cloth to clean your kettle and keep it looking new.
CLASSIC: The classical polish of the appearance makes the tea kettle unique and aesthetic, which can match any type of kitchen design. The simple one-touch on/off switch button is easy to operate.
HIGH-QUALITY KETTLE: Food-grade stainless steel, 3000W powerful with a quick boil, all plastic BPA-Free and contaminant-free, only designed for healthy water and healthy life.
Brand J Jaksons
Colour White
Package Dimensions 23 x 21 x 17 cm; 1.18 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 watts
Material Stainless Steel
Item Weight 1.18 kg
","J Jaksons Infapower Cordless Rapid Boil Stainless Steel Tea Kettle, Fast Boil Water Warmer - Auto Shut Off and Boil Dry 1.7L 3000W
1.7L CAPACITY: The electric kettle has a total capacity of 1.7 litres and consumes 3000 watts of power but only for a short period so it can save more time for boiling in the long run.
ERGONOMIC DESIGN: The ergonomic design of the handle is comfortable for you and will give you a good grip of the kettle.
EASY CLEAN: Use white vinegar, baking soda, water, cleaning bottle brush and microfiber cloth to clean your kettle and keep it looking new.
CLASSIC: The classical polish of the appearance makes the tea kettle unique and aesthetic, which can match any type of kitchen design. The simple one-touch on/off switch button is easy to operate.
HIGH-QUALITY KETTLE: Food-grade stainless steel, 3000W powerful with a quick boil, all plastic BPA-Free and contaminant-free, only designed for healthy water and healthy life.
","Brand J Jaksons
Colour White
Package Dimensions 23 x 21 x 17 cm; 1.18 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 watts
Material Stainless Steel
Item Weight 1.18 kg
",metal,black,1.18kg,1.7L,23,21,17,handle;brush
"Daewoo SDA1684 1.7L Stainless Steel Housing | Auto Lid Opening Feature | On/Off Switch with Light Indicator | Strix Control | Cordless Design | 3000W Power, 220 W, 1.7 liters, Black Kettle
Auto lid opening - designed with a simple one touch, push button opening lid Enabling you to quickly open with one hand when you want to refill your kettle.
Stainless steel body- The body of the kettle is made from durable stainless steel which not only helps insulate and keep your water hot but is resistant to rust and scale damage.
Light indicator on/off switch- This kettle features an indicator light that lets you know when it is on or off, the kettle switches off automatically once the water has reached boiling point.
Strix safety control - Fitted with a STRIX control safety system you can be assured that your kettle safety components have been tested to rigorous standards.
Large 1. 7 Capacity jug - with a large 1. 7L capacity you will have plenty of water for tea, coffee or other hot drinks, perfect for when you are hosting your weekly coffee morning.
Brand Daewoo
Model Number SDA1684
Colour Black Kettle
Package Dimensions 23.4 x 21.8 x 20.6 cm; 1.18 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 220 watts
Material Stainless Steel
Special Features Cordless
Item Weight 1.18 kg
","Daewoo SDA1684 1.7L Stainless Steel Housing | Auto Lid Opening Feature | On/Off Switch with Light Indicator | Strix Control | Cordless Design | 3000W Power, 220 W, 1.7 liters, Black Kettle
Auto lid opening - designed with a simple one touch, push button opening lid Enabling you to quickly open with one hand when you want to refill your kettle.
Stainless steel body- The body of the kettle is made from durable stainless steel which not only helps insulate and keep your water hot but is resistant to rust and scale damage.
Light indicator on/off switch- This kettle features an indicator light that lets you know when it is on or off, the kettle switches off automatically once the water has reached boiling point.
Strix safety control - Fitted with a STRIX control safety system you can be assured that your kettle safety components have been tested to rigorous standards.
Large 1. 7 Capacity jug - with a large 1. 7L capacity you will have plenty of water for tea, coffee or other hot drinks, perfect for when you are hosting your weekly coffee morning.
","Brand Daewoo
Model Number SDA1684
Colour Black Kettle
Package Dimensions 23.4 x 21.8 x 20.6 cm; 1.18 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 220 watts
Material Stainless Steel
Special Features Cordless
Item Weight 1.18 kg
",metal,black,1.18kg,1.7L,23.4,21.8,20.6,lid
"Smeg KLF03WHUK Retro Style Kettle, Water Level Indicator, 360 Swivel Base, Anti-Slip Feet, Soft Opening Lid, Stainless Steel, 3000 W, 1.7 Litre, White
Stylish retro design and stainless steel body with soft opening lid
Large capacity 1.7 litre makes up to 7 cups with water level indicator
Concealed heating element With auto shut-off at 100°C keeps your kitchen safe
Removable, washable stainless steel lime scale filter
360° swivel base for left or right handed use with anti-slip feet
Brand Smeg
Model Number KLF03WHUK
Colour White
Product Dimensions 17 x 21.5 x 24.7 cm; 2.3 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 watts
Voltage 220
Material Stainless Steel
Auto Shutoff No
Special Features Soft opening lid, 3kW fast boil, Auto shut-off at 100 degrees, Concealed_Heating, Stainless steel body; 360 swivel base; Cordless; Anti-slip feet;, Non Drip; Anti-limescale filter; Retro Style;
Item Weight 2.3 kg
","Smeg KLF03WHUK Retro Style Kettle, Water Level Indicator, 360 Swivel Base, Anti-Slip Feet, Soft Opening Lid, Stainless Steel, 3000 W, 1.7 Litre, White
Stylish retro design and stainless steel body with soft opening lid
Large capacity 1.7 litre makes up to 7 cups with water level indicator
Concealed heating element With auto shut-off at 100°C keeps your kitchen safe
Removable, washable stainless steel lime scale filter
360° swivel base for left or right handed use with anti-slip feet
","Brand Smeg
Model Number KLF03WHUK
Colour White
Product Dimensions 17 x 21.5 x 24.7 cm; 2.3 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 watts
Voltage 220
Material Stainless Steel
Auto Shutoff No
Special Features Soft opening lid, 3kW fast boil, Auto shut-off at 100 degrees, Concealed_Heating, Stainless steel body; 360 swivel base; Cordless; Anti-slip feet;, Non Drip; Anti-limescale filter; Retro Style;
Item Weight 2.3 kg
",metal,white,2.3kg,1.7L,17,21.5,24.7,lid;cup;filter
"Hilitand 12V Travel Heating Cup 120W 450ml Electric In-car Stainless Steel Travel Heating Mug for Coffee Tea Car
【 SAFE TO DRINK 】This electric car kettle is made by food grade 304 stainless and pp material, safe and non-toxic, good sealing performance to keep water warm, and ensures that the drink does not spill over.
【 VACUUM INSULATION TECHNOLOGY 】Kettle inner and outer using vacuum insulation technology, good insulation effect to prevent burns.
【VEHICLE CIGARETTE LIGHTER CABLE HEATING UP 】Concealed heating element,powered by cigarette lighter plug power source(power cord length: approx.128cm / 4.2ft), heating time: 12v 120W,enables to drink hot water immediately.
【AUTOMATIC SHUTOFF WITH BOIL-DRY PROTECTION FOR SAFETY】Kettle has a indicator light, it will keep on red till the water boil, after water boiled, it will turn to green color to keep the water warn.
【 CONVENIENT TO USE 】Suitable bottle size and shape, fits most car cup holders, 450ml large capacity, great for travel use when going out with families,Perfect solution for multiple outdoor boiled water demands as tea, coffee, milk powder and instant noodles.
Brand Hilitand
Model Number Hilitandibxfep1za5
Colour Silver
Capacity 450 Millilitres
Volume Capacity 1 litres
Power / Wattage 120 watts
Voltage 12 Volts
Material Stainless Steel
Special Features Boil Dry Protection, Concealed Heating
Item Weight 280 g
","Hilitand 12V Travel Heating Cup 120W 450ml Electric In-car Stainless Steel Travel Heating Mug for Coffee Tea Car
【 SAFE TO DRINK 】This electric car kettle is made by food grade 304 stainless and pp material, safe and non-toxic, good sealing performance to keep water warm, and ensures that the drink does not spill over.
【 VACUUM INSULATION TECHNOLOGY 】Kettle inner and outer using vacuum insulation technology, good insulation effect to prevent burns.
【VEHICLE CIGARETTE LIGHTER CABLE HEATING UP 】Concealed heating element,powered by cigarette lighter plug power source(power cord length: approx.128cm / 4.2ft), heating time: 12v 120W,enables to drink hot water immediately.
【AUTOMATIC SHUTOFF WITH BOIL-DRY PROTECTION FOR SAFETY】Kettle has a indicator light, it will keep on red till the water boil, after water boiled, it will turn to green color to keep the water warn.
【 CONVENIENT TO USE 】Suitable bottle size and shape, fits most car cup holders, 450ml large capacity, great for travel use when going out with families,Perfect solution for multiple outdoor boiled water demands as tea, coffee, milk powder and instant noodles.
","Brand Hilitand
Model Number Hilitandibxfep1za5
Colour Silver
Capacity 450 Millilitres
Volume Capacity 1 litres
Power / Wattage 120 watts
Voltage 12 Volts
Material Stainless Steel
Special Features Boil Dry Protection, Concealed Heating
Item Weight 280 g
",metal,silver,280g,450ml,other,other,other,cup
"Wilfa WKR-2000W Kettle, 2000 W, 1.7 liters, White
2000 watts
1.7 litres
Operating indicator light
Automatic switch-off function
Cable storage
Brand Wilfa
Model Number WKR-2000W
Colour White
Product Dimensions 25.4 x 20.5 x 17.4 cm; 1.42 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 2000 watts
Material Steel
Item Weight 1.42 kg
","Wilfa WKR-2000W Kettle, 2000 W, 1.7 liters, White
2000 watts
1.7 litres
Operating indicator light
Automatic switch-off function
Cable storage
","Brand Wilfa
Model Number WKR-2000W
Colour White
Product Dimensions 25.4 x 20.5 x 17.4 cm; 1.42 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 2000 watts
Material Steel
Item Weight 1.42 kg
",other,white,1.42kg,1.7L,25.4,20.5,17.4,other
"Stellar Horwood SV67 Traditional Kettle, 3.3L, Silver

18/10 stainless steel with perfect mirror polished finish
Sculptured cast stainless steel handle with soft grip
Thick thermic base
Suitable for all hob types including induction

Brand Stellar
Model Number SV67
Colour Silver
Product Dimensions 29.21 x 22.61 x 22.4 cm; 1.7 Kilograms
Capacity 3 litres
Volume Capacity 3 litres
Material Stainless Steel
Special Features Water_Filter
Item Weight 1.7 kg
","Stellar Horwood SV67 Traditional Kettle, 3.3L, Silver

18/10 stainless steel with perfect mirror polished finish
Sculptured cast stainless steel handle with soft grip
Thick thermic base
Suitable for all hob types including induction

","Brand Stellar
Model Number SV67
Colour Silver
Product Dimensions 29.21 x 22.61 x 22.4 cm; 1.7 Kilograms
Capacity 3 litres
Volume Capacity 3 litres
Material Stainless Steel
Special Features Water_Filter
Item Weight 1.7 kg
",metal,silver,1.7kg,3L,29.2,22.6,22.4,handle
"Prestige - Prism - 3 KW Kettle - Electric Kettle - Stainless Steel Kettle - Rose Gold - 1.7 Litre
RAPID BOIL - This electric kettle has a 3 KW concealed element to make a quick cup of tea or coffee and save you time in the morning
WASHABLE FILTER - The fast boil kettle is equipped with a removable washable limescale filter to help you easily maintain the kettle
360° BASE - The rapid boil kettle has a 360° base meaning it's just as easy for left or right handed users to enjoy a cup of tea or coffee
ILLUMINATED POWER SWITCH - Quickly see at glance if your rose gold kettle is switched on or off with the illuminated power switch
2-YEAR GUARANTEE - Don't worry, the Prestige stainless steel kettle comes with a 2-year guarantee so you can enjoy your hot beverage every day
Brand Prestige
Model Number 47169
Colour Rose Gold
Product Dimensions 20.5 x 15 x 24 cm; 1.52 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 watts
Material Stainless steel, Plastic
Auto Shutoff No
Special Features ✅ Removable washable filter, ✅ Safety locking lid, ✅ 3KW rapid boil, ✅ 360 concealed element, ✅ Illuminated power switch
Item Weight 1.52 kg
","Prestige - Prism - 3 KW Kettle - Electric Kettle - Stainless Steel Kettle - Rose Gold - 1.7 Litre
RAPID BOIL - This electric kettle has a 3 KW concealed element to make a quick cup of tea or coffee and save you time in the morning
WASHABLE FILTER - The fast boil kettle is equipped with a removable washable limescale filter to help you easily maintain the kettle
360° BASE - The rapid boil kettle has a 360° base meaning it's just as easy for left or right handed users to enjoy a cup of tea or coffee
ILLUMINATED POWER SWITCH - Quickly see at glance if your rose gold kettle is switched on or off with the illuminated power switch
2-YEAR GUARANTEE - Don't worry, the Prestige stainless steel kettle comes with a 2-year guarantee so you can enjoy your hot beverage every day
","Brand Prestige
Model Number 47169
Colour Rose Gold
Product Dimensions 20.5 x 15 x 24 cm; 1.52 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 watts
Material Stainless steel, Plastic
Auto Shutoff No
Special Features ✅ Removable washable filter, ✅ Safety locking lid, ✅ 3KW rapid boil, ✅ 360 concealed element, ✅ Illuminated power switch
Item Weight 1.52 kg
",metal,gold,1.52kg,1.7L,20.5,15,24,lid;cup;lock;filter
"Sage BKE750CLR the Crystal Clear Classic Kettle
MODERN GLASS KETTLE: Watch your water boil through a durable, crystal clear, glass kettle
SOFT TOP LID: The specialised lid gently releases steam and eliminates splashing
AUTO SHUT OFF: The Crystal Clear will automatically shut itself off when it reaches boiling point
CORDLESS CONVENIENCE: Cordless jug with 360° multi directional base with cord storage wrap
Brand Sage
Model Number BKE750CLR
Colour Glass
Package Dimensions 31.4 x 25.4 x 19.4 cm; 1.42 Kilograms
Material Glass
Special Features Cordless
Item Weight 1.42 kg
","Sage BKE750CLR the Crystal Clear Classic Kettle
MODERN GLASS KETTLE: Watch your water boil through a durable, crystal clear, glass kettle
SOFT TOP LID: The specialised lid gently releases steam and eliminates splashing
AUTO SHUT OFF: The Crystal Clear will automatically shut itself off when it reaches boiling point
CORDLESS CONVENIENCE: Cordless jug with 360° multi directional base with cord storage wrap
","Brand Sage
Model Number BKE750CLR
Colour Glass
Package Dimensions 31.4 x 25.4 x 19.4 cm; 1.42 Kilograms
Material Glass
Special Features Cordless
Item Weight 1.42 kg
",glass,other,1.42kg,other,31.4,25.4,19.4,lid
"Travel Foldable Electric Kettle - Dual Voltage - Fast Water Boiling - Food Grade Silicone - Small, Collapsible, Portable - Boil Dry Protection - 100V-240V
【DUAL VOLTAGE】Take along for readily accessible hot water on any continent! Features dual voltage for compatibility wherever your adventures lead you.
【Compact & Portable】- this collapsible kettle with convenient size saves space in your kitchen, tent & travel pack/luggage. Can fill and boil up to 0.6L of water
【Various knobs】- With different Knob type temperature adjustment for different drinks, can not only preserve heat, but also cook milk, coffee, tea and noodles.
【Detachable power cord and handle】-You can separate power cord from kettle body, more convenient to store and more unimpeded to pour water.
【Safety Use】-The Kettle made by food grade silicone; afford temper between 100-220℃. Equipped with Boil Dry protection, auto shutoff; overheat safeguards
Brand ORICH
Package Dimensions 15.5 x 15.5 x 11 cm; 770 Grams
Special Features Boil Dry Protection
Item Weight 770 g
","Travel Foldable Electric Kettle - Dual Voltage - Fast Water Boiling - Food Grade Silicone - Small, Collapsible, Portable - Boil Dry Protection - 100V-240V
【DUAL VOLTAGE】Take along for readily accessible hot water on any continent! Features dual voltage for compatibility wherever your adventures lead you.
【Compact & Portable】- this collapsible kettle with convenient size saves space in your kitchen, tent & travel pack/luggage. Can fill and boil up to 0.6L of water
【Various knobs】- With different Knob type temperature adjustment for different drinks, can not only preserve heat, but also cook milk, coffee, tea and noodles.
【Detachable power cord and handle】-You can separate power cord from kettle body, more convenient to store and more unimpeded to pour water.
【Safety Use】-The Kettle made by food grade silicone; afford temper between 100-220℃. Equipped with Boil Dry protection, auto shutoff; overheat safeguards
","Brand ORICH
Package Dimensions 15.5 x 15.5 x 11 cm; 770 Grams
Special Features Boil Dry Protection
Item Weight 770 g
",plastic,other,770g,other,15.5,15.5,11,handle;knob
